compound,rt,inchi
Phosphatidylserine_18:1-18:1,21.44,"InChI=1S/C43H80NO9P/c1-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-42(46)50-36-40(37-51-54(48,49)52-38-41(44)39(3)45)53-43(47)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-2/h28-31,40-41H,4-27,32-38,44H2,1-3H3,(H,48,49)/b30-28-,31-29-"
Phosphatidylinositol_16:1-18:1,13.389999999999999,"InChI=1S/C43H79O13P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(45)55-35(34-54-57(51,52)56-43-41(49)39(47)38(46)40(48)42(43)50)33-53-36(44)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h25-28,35,38-43,46-50H,3-24,29-34H2,1-2H3,(H,51,52)/b27-25-,28-26-/t35?,38-,39-,40+,41-,42-,43-/m1/s1"
Phosphatidylserine_18:1-22:0_/_20:0-20:1,51.580000000000005,"InChI=1S/2C46H88NO10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(49)57-42(40-55-58(52,53)56-41-43(47)46(50)51)39-54-44(48)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2;1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-44(48)54-39-42(40-55-58(52,53)56-41-43(47)46(50)51)57-45(49)38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h31,33,42-43H,3-30,32,34-41,47H2,1-2H3,(H,50,51)(H,52,53);32,34,42-43H,3-31,33,35-41,47H2,1-2H3,(H,50,51)(H,52,53)/b33-31-;34-32-"
Phosphatidylethanolamine_alkenyl_18:1-22:5,21.740000000000002,"InChI=1S/C45H78NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-23-24-26-28-30-32-34-36-38-45(47)53-44(43-52-54(48,49)51-41-39-46)42-50-40-37-35-33-31-29-27-25-20-18-16-14-12-10-8-6-4-2/h11,13,17,19,22-23,26,28,31-34,37,40,44H,3-10,12,14-16,18,20-21,24-25,27,29-30,35-36,38-39,41-43,46H2,1-2H3,(H,48,49)/b13-11-,19-17-,23-22-,28-26-,33-31-,34-32-,40-37+"
Sphingomyelin_d18:2-C18:0,20.56,"InChI=1S/C41H81N2O6P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-41(45)42-39(38-49-50(46,47)48-37-36-43(3,4)5)40(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h24,26,32,34,39-40,44H,6-23,25,27-31,33,35-38H2,1-5H3,(H-,42,45,46,47)/b26-24+,34-32+/t39-,40+/m1/s1"
Phosphatidylinositol_18:1-20:5,12.65,"InChI=1S/C47H79O13P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-41(49)59-39(38-58-61(55,56)60-47-45(53)43(51)42(50)44(52)46(47)54)37-57-40(48)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h7,9,13,15,19-20,24,26,29-32,39,42-47,50-54H,3-6,8,10-12,14,16-18,21-23,25,27-28,33-38H2,1-2H3,(H,55,56)/b9-7-,15-13-,20-19-,26-24-,31-29-,32-30-/t39?,42-,43-,44+,45-,46-,47-/m1/s1"
Phosphatidylserine_18:1-22:6,15.270000000000001,"InChI=1S/C46H76NO10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(49)57-42(40-55-58(52,53)56-41-43(47)46(50)51)39-54-44(48)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,26,28,31-34,42-43H,3-4,6,8-10,12,14-16,18,20,23-25,27,29-30,35-41,47H2,1-2H3,(H,50,51)(H,52,53)/b7-5-,13-11-,19-17-,22-21-,28-26-,33-31-,34-32-"
Phosphatidylserine_18:1-20:1,30.9,"InChI=1S/C44H82NO10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(47)55-40(38-53-56(50,51)54-39-41(45)44(48)49)37-52-42(46)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h29-32,40-41H,3-28,33-39,45H2,1-2H3,(H,48,49)(H,50,51)/b31-29-,32-30-"
Phosphatidylethanolamine_alkenyl_20:0-20:4,39.63,"InChI=1S/C45H82NO7P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-40-50-42-44(43-52-54(48,49)51-41-39-46)53-45(47)38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h14,16,20,22,26,28,32,34,37,40,44H,3-13,15,17-19,21,23-25,27,29-31,33,35-36,38-39,41-43,46H2,1-2H3,(H,48,49)/b16-14-,22-20-,28-26-,34-32-,40-37+"
Phosphatidylethanolamine_alkenyl_18:1-22:2,36.919999999999995,"InChI=1S/C45H84NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-23-24-26-28-30-32-34-36-38-45(47)53-44(43-52-54(48,49)51-41-39-46)42-50-40-37-35-33-31-29-27-25-20-18-16-14-12-10-8-6-4-2/h26,28,31-34,37,40,44H,3-25,27,29-30,35-36,38-39,41-43,46H2,1-2H3,(H,48,49)/b28-26-,33-31-,34-32-,40-37+"
Phosphatidylcholine_16:0-22:7,13.629999999999999,"InChI=1S/C47H80NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-28-30-32-34-36-38-40-47(50)56-45(44-55-57(51,52)54-42-41-48(3,4)5)43-53-46(49)39-37-35-33-31-29-27-19-17-15-13-11-9-7-2/h6,10,12,16,18,21-22,24-25,28,30,34,36,45H,1,7-9,11,13-15,17,19-20,23,26-27,29,31-33,35,37-44H2,2-5H3/b12-10-,18-16-,22-21-,25-24-,30-28-,36-34-"
Phosphatidylcholine_17:1-22:6,13.25,"InChI=1S/C47H80NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-28-30-32-34-36-38-40-47(50)56-45(44-55-57(51,52)54-42-41-48(3,4)5)43-53-46(49)39-37-35-33-31-29-27-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,28,30,33-36,45H,6-7,9,11-13,15,17-19,21,23,26-27,29,31-32,37-44H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,30-28-,35-33-,36-34-"
Phosphatidylcholine_20:2-22:6,16.69,"InChI=1S/C50H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-41-43-50(53)59-48(47-58-60(54,55)57-45-44-51(3,4)5)46-56-49(52)42-40-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,25,27,30-33,36-39,48H,6-7,9,11-13,15,17-19,21,23-24,26,28-29,34-35,40-47H2,1-5H3/b10-8-,16-14-,22-20-,27-25-,32-30-,33-31-,38-36-,39-37-"
Phosphatidylethanolamine_alkyl_16:0-22:6,22.12,"InChI=1S/C43H76NO7P/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-26-28-30-32-34-36-43(45)51-42(41-50-52(46,47)49-39-37-44)40-48-38-35-33-31-29-27-25-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,24,26,30,32,42H,3-4,6,8-10,12,14-16,18,20,23,25,27-29,31,33-41,44H2,1-2H3,(H,46,47)/b7-5-,13-11-,19-17-,22-21-,26-24-,32-30-"
Phosphatidylcholine_alkenyl_18:0-20:4,29.14,"InChI=1S/C46H84NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-46(48)54-45(44-53-55(49,50)52-42-40-47(3,4)5)43-51-41-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h16,18,22,24,27,29,33,35,38,41,45H,6-15,17,19-21,23,25-26,28,30-32,34,36-37,39-40,42-44H2,1-5H3/b18-16-,24-22-,29-27-,35-33-,41-38+"
Phosphatidylethanolamine_alkyl_16:0-22:4,29.85,"InChI=1S/C43H80NO7P/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-26-28-30-32-34-36-43(45)51-42(41-50-52(46,47)49-39-37-44)40-48-38-35-33-31-29-27-25-18-16-14-12-10-8-6-4-2/h17,19,21-22,24,26,30,32,42H,3-16,18,20,23,25,27-29,31,33-41,44H2,1-2H3,(H,46,47)/b19-17-,22-21-,26-24-,32-30-"
Phosphatidylcholine_alkyl_18:0-18:2,33.37,"InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h25,27,31,33,43H,6-24,26,28-30,32,34-42H2,1-5H3/b27-25-,33-31-"
Phosphatidylcholine_alkyl_18:0-20:4,31.290000000000003,"InChI=1S/C46H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-46(48)54-45(44-53-55(49,50)52-42-40-47(3,4)5)43-51-41-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h16,18,22,24,27,29,33,35,45H,6-15,17,19-21,23,25-26,28,30-32,34,36-44H2,1-5H3/b18-16-,24-22-,29-27-,35-33-"
Phosphatidylcholine_lyso_17:1,2.36,"InChI=1S/C25H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)33-24(22-27)23-32-34(29,30)31-21-20-26(2,3)4/h16-17,24,27H,5-15,18-23H2,1-4H3/b17-16-"
Phosphatidylcholine_18:2-20:5_/_18:3-20:4,10.21,"InChI=1S/2C46H78NO8P/c2*1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h16,18-19,21-23,26-29,32-35,44H,6-15,17,20,24-25,30-31,36-43H2,1-5H3;10,12,16,18,22-23,26-29,32-35,44H,6-9,11,13-15,17,19-21,24-25,30-31,36-43H2,1-5H3/b18-16-,21-19-,23-22-,28-26-,29-27-,34-32-,35-33-;12-10-,18-16-,23-22-,28-26-,29-27-,34-32-,35-33-"
Phosphatidylserine_16:0-20:4,19.52,"InChI=1S/C43H76NO9P/c1-4-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-35-43(47)53-40(37-51-54(48,49)52-38-41(44)39(3)45)36-50-42(46)34-32-30-28-26-24-22-17-15-13-11-9-7-5-2/h14,16,19-20,23,25,29,31,40-41H,4-13,15,17-18,21-22,24,26-28,30,32-38,44H2,1-3H3,(H,48,49)/b16-14-,20-19-,25-23-,31-29-"
Phosphatidylserine_18:0-18:1,37.26,"InChI=1S/C43H82NO9P/c1-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-42(46)50-36-40(37-51-54(48,49)52-38-41(44)39(3)45)53-43(47)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-2/h29,31,40-41H,4-28,30,32-38,44H2,1-3H3,(H,48,49)/b31-29-"
Phosphatidylserine_16:0-22:6,15.56,"InChI=1S/C45H76NO9P/c1-4-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-37-45(49)55-42(39-53-56(50,51)54-40-43(46)41(3)47)38-52-44(48)36-34-32-30-28-26-24-17-15-13-11-9-7-5-2/h6,8,12,14,18-19,21-22,25,27,31,33,42-43H,4-5,7,9-11,13,15-17,20,23-24,26,28-30,32,34-40,46H2,1-3H3,(H,50,51)/b8-6-,14-12-,19-18-,22-21-,27-25-,33-31-"
Phosphatidylethanolamine_19:0-20:3,34.71,"InChI=1S/C44H82NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45)40-50-43(46)36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h19,21,25,27,31,33,42H,3-18,20,22-24,26,28-30,32,34-41,45H2,1-2H3,(H,48,49)/b21-19-,27-25-,33-31-"
Phosphatidylethanolamine_20:1-22:6,22.85,"InChI=1S/C47H80NO8P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-40-47(50)56-45(44-55-57(51,52)54-42-41-48)43-53-46(49)39-37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,22,24,28,30,33-36,45H,3-4,6,8-10,12,14-16,18,20-21,23,25-27,29,31-32,37-44,48H2,1-2H3,(H,51,52)/b7-5-,13-11-,19-17-,24-22-,30-28-,35-33-,36-34-"
Phosphatidylethanolamine_20:0-22:6,33.809999999999995,"InChI=1S/C47H82NO8P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-40-47(50)56-45(44-55-57(51,52)54-42-41-48)43-53-46(49)39-37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,22,24,28,30,34,36,45H,3-4,6,8-10,12,14-16,18,20-21,23,25-27,29,31-33,35,37-44,48H2,1-2H3,(H,51,52)/b7-5-,13-11-,19-17-,24-22-,30-28-,36-34-"
Phosphatidylethanolamine_alkenyl_18:0-22:5,30.86,"InChI=1S/C45H80NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-23-24-26-28-30-32-34-36-38-45(47)53-44(43-52-54(48,49)51-41-39-46)42-50-40-37-35-33-31-29-27-25-20-18-16-14-12-10-8-6-4-2/h11,13,17,19,22-23,26,28,32,34,37,40,44H,3-10,12,14-16,18,20-21,24-25,27,29-31,33,35-36,38-39,41-43,46H2,1-2H3,(H,48,49)/b13-11-,19-17-,23-22-,28-26-,34-32-,40-37+"
Phosphatidylcholine_18:1-22:1_/_20:1-20:1,39.059999999999995,"InChI=1S/2C48H92NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h2*34-37,46H,6-33,38-45H2,1-5H3/b2*36-34-,37-35-"
Phosphatidylcholine_18:0-19:1_/_17:0-20:1,38.46,"InChI=1S/2C45H88NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46(3,4)5)41-51-44(47)37-35-33-31-29-27-25-21-19-17-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46(3,4)5)41-51-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h2*32,34,43H,6-31,33,35-42H2,1-5H3/b2*34-32-"
Phosphatidylcholine_18:0-20:1_/_16:0-22:1,41.45,"InChI=1S/2C46H90NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h2*33,35,44H,6-32,34,36-43H2,1-5H3/b2*35-33-"
Phosphatidylcholine_alkyl_16:0-22:1_/_alkyl_18:0-20:1_/_alkyl_18:1-20:0,44.26,"InChI=1S/3C46H92NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-29-31-33-35-37-39-46(48)54-45(44-53-55(49,50)52-42-40-47(3,4)5)43-51-41-38-36-34-32-30-28-21-19-17-15-13-11-9-7-2;2*1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-46(48)54-45(44-53-55(49,50)52-42-40-47(3,4)5)43-51-41-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h2*33,35,45H,6-32,34,36-44H2,1-5H3;32,34,45H,6-31,33,35-44H2,1-5H3/b2*35-33-;34-32-"
Phosphatidylserine_17:0-20:4,21.040000000000003,"InChI=1S/C43H76NO10P/c1-3-5-7-9-11-13-15-17-19-20-21-23-25-27-29-31-33-35-42(46)54-39(37-52-55(49,50)53-38-40(44)43(47)48)36-51-41(45)34-32-30-28-26-24-22-18-16-14-12-10-8-6-4-2/h13,15,19-20,23,25,29,31,39-40H,3-12,14,16-18,21-22,24,26-28,30,32-38,44H2,1-2H3,(H,47,48)(H,49,50)/b15-13-,20-19-,25-23-,31-29-"
Phosphatidylserine_18:0-18:2,27.86,"InChI=1S/C42H78NO10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(44)50-35-38(36-51-54(48,49)52-37-39(43)42(46)47)53-41(45)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h22,24,28,30,38-39H,3-21,23,25-27,29,31-37,43H2,1-2H3,(H,46,47)(H,48,49)/b24-22-,30-28-"
Phosphatidylserine_18:0-18:1,36.61,"InChI=1S/C42H80NO10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(44)50-35-38(36-51-54(48,49)52-37-39(43)42(46)47)53-41(45)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h28,30,38-39H,3-27,29,31-37,43H2,1-2H3,(H,46,47)(H,48,49)/b30-28-"
Phosphatidylserine_18:1-20:1,30.9,"InChI=1S/C45H84NO9P/c1-4-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-37-45(49)55-42(39-53-56(50,51)54-40-43(46)41(3)47)38-52-44(48)36-34-32-30-28-26-24-22-19-17-15-13-11-9-7-5-2/h30-33,42-43H,4-29,34-40,46H2,1-3H3,(H,50,51)/b32-30-,33-31-"
Phosphatidylcholine_15:0-16:1,15.49,"InChI=1S/C39H76NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40(3,4)5)35-45-38(41)31-29-27-25-23-21-19-17-15-13-11-9-7-2/h26,28,37H,6-25,27,29-36H2,1-5H3/b28-26-"
Phosphatidylethanolamine_alkenyl_18:0-16:0,41.82,"InChI=1S/C39H78NO7P/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-34-44-36-38(37-46-48(42,43)45-35-33-40)47-39(41)32-30-28-26-24-22-20-16-14-12-10-8-6-4-2/h31,34,38H,3-30,32-33,35-37,40H2,1-2H3,(H,42,43)/b34-31+"
Sphingomyelin_d18:2-C20:0,28.75,"InChI=1S/C43H85N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-43(47)44-41(40-51-52(48,49)50-39-38-45(3,4)5)42(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h26,28,34,36,41-42,46H,6-25,27,29-33,35,37-40H2,1-5H3,(H-,44,47,48,49)/b28-26+,36-34+/t41-,42+/m1/s1"
Phosphatidylethanolamine_alkyl_18:0-20:0,51.87,"InChI=1S/C43H88NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-43(45)51-42(41-50-52(46,47)49-39-37-44)40-48-38-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h42H,3-41,44H2,1-2H3,(H,46,47)"
Phosphatidylcholine_lyso_22:4,2.32,"InChI=1S/C30H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)38-29(27-32)28-37-39(34,35)36-26-25-31(2,3)4/h12-13,15-16,18-19,21-22,29,32H,5-11,14,17,20,23-28H2,1-4H3/b13-12-,16-15-,19-18-,22-21-"
Phosphatidylethanolamine_alkyl_18:2-22:1,43.91,"InChI=1S/C45H86NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-23-24-26-28-30-32-34-36-38-45(47)53-44(43-52-54(48,49)51-41-39-46)42-50-40-37-35-33-31-29-27-25-20-18-16-14-12-10-8-6-4-2/h25,27,31-34,44H,3-24,26,28-30,35-43,46H2,1-2H3,(H,48,49)/b27-25-,33-31-,34-32-"
Phosphatidylserine_18:1-18:0,31.32,"InChI=1S/C42H80NO10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(44)50-35-38(36-51-54(48,49)52-37-39(43)42(46)47)53-41(45)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h27,29,38-39H,3-26,28,30-37,43H2,1-2H3,(H,46,47)(H,48,49)/b29-27-"
Phosphatidylinositol_16:1-20:4,8.770000000000001,"InChI=1S/C45H77O13P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-39(47)57-37(36-56-59(53,54)58-45-43(51)41(49)40(48)42(50)44(45)52)35-55-38(46)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h13,15,18-19,22,24,27-30,37,40-45,48-52H,3-12,14,16-17,20-21,23,25-26,31-36H2,1-2H3,(H,53,54)/b15-13-,19-18-,24-22-,29-27-,30-28-/t37?,40-,41-,42+,43-,44-,45-/m1/s1"
Phosphatidylserine_18:0-20:1_/_18:1-20:0,44.01,"InChI=1S/2C44H84NO10P/c2*1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(47)55-40(38-53-56(50,51)54-39-41(45)44(48)49)37-52-42(46)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h30,32,40-41H,3-29,31,33-39,45H2,1-2H3,(H,48,49)(H,50,51);29,31,40-41H,3-28,30,32-39,45H2,1-2H3,(H,48,49)(H,50,51)/b32-30-;31-29-"
Phosphatidylethanolamine_16:0-22:7,14.379999999999999,"InChI=1S/C44H74NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45)40-50-43(46)36-34-32-30-28-26-24-16-14-12-10-8-6-4-2/h3,7,9,13,15,18-19,21-22,25,27,31,33,42H,1,4-6,8,10-12,14,16-17,20,23-24,26,28-30,32,34-41,45H2,2H3,(H,48,49)/b9-7-,15-13-,19-18-,22-21-,27-25-,33-31-"
Phosphatidylserine_18:1-20:5,16.75,"InChI=1S/C45H76NO9P/c1-4-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-37-45(49)55-42(39-53-56(50,51)54-40-43(46)41(3)47)38-52-44(48)36-34-32-30-28-26-24-22-19-17-15-13-11-9-7-5-2/h8,10,14,16,20-21,25,27,30-33,42-43H,4-7,9,11-13,15,17-19,22-24,26,28-29,34-40,46H2,1-3H3,(H,50,51)/b10-8-,16-14-,21-20-,27-25-,32-30-,33-31-"
Phosphatidylethanolamine_17:0-22:5,23.43,"InChI=1S/C44H78NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45)40-50-43(46)36-34-32-30-28-26-24-18-16-14-12-10-8-6-4-2/h11,13,17,19,21-22,25,27,31,33,42H,3-10,12,14-16,18,20,23-24,26,28-30,32,34-41,45H2,1-2H3,(H,48,49)/b13-11-,19-17-,22-21-,27-25-,33-31-"
Phosphatidylcholine_18:1-22:1,39.01,"InChI=1S/C48H92NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h34-37,46H,6-33,38-45H2,1-5H3/b36-34-,37-35-"
Phosphatidylethanolamine_16:0-16:0,28.7,"InChI=1S/C37H74NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-36(39)43-33-35(34-45-47(41,42)44-32-31-38)46-37(40)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h35H,3-34,38H2,1-2H3,(H,41,42)"
Phosphatidylethanolamine_18:0-20:5,22.68,"InChI=1S/C43H76NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h7,9,13,15,19-20,24,26,30,32,41H,3-6,8,10-12,14,16-18,21-23,25,27-29,31,33-40,44H2,1-2H3,(H,47,48)/b9-7-,15-13-,20-19-,26-24-,32-30-"
Phosphatidylserine_20:4-22:6,10.04,"InChI=1S/C49H76NO9P/c1-4-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-41-49(53)59-46(43-57-60(54,55)58-44-47(50)45(3)51)42-56-48(52)40-38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-5-2/h6,8,12,14-15,17-18,20-21,23-25,28-31,34-37,46-47H,4-5,7,9-11,13,16,19,22,26-27,32-33,38-44,50H2,1-3H3,(H,54,55)/b8-6-,14-12-,17-15-,20-18-,24-21-,25-23-,30-28-,31-29-,36-34-,37-35-"
Phosphatidylserine_18:1-22:6,15.270000000000001,"InChI=1S/C47H78NO9P/c1-4-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-39-47(51)57-44(41-55-58(52,53)56-42-45(48)43(3)49)40-54-46(50)38-36-34-32-30-28-26-24-19-17-15-13-11-9-7-5-2/h6,8,12,14,18,20,22-23,27,29,32-35,44-45H,4-5,7,9-11,13,15-17,19,21,24-26,28,30-31,36-42,48H2,1-3H3,(H,52,53)/b8-6-,14-12-,20-18-,23-22-,29-27-,34-32-,35-33-"
